=== economy-table83.xlsx ===
Cell A1 | value='DATE' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C42 | value='BKOFAMERICA ATM 12/06 #000007034 DEPOSIT ELIZABETH - JEFF ELIZABETH NJ CKCD 4135751004821839' | fill=4 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='0' | fill=4 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F42 | value='200' | fill=4 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='1133.71' | fill=4 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='ü' | fill=4 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B43 | value='TRUCK EXPENSES' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='CHECKCARD 1205 AUTOZONE #4794 ELIZABETH NJ 24445006341500305119304 CKCD 5533 4135751004821839' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='16.54' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G43 | value='1117.17' | fill=4 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='ü' | fill=4 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B44 | value='TRAVEL EXPENSES' | fill=4 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='CHECKCARD 1205 WING S FAIRL* FAIRLEE VT 24692166341000567691878 CKCD 5542 4135751004561526' | fill=4 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='104.14' | fill=4 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G44 | value='1013.03' | fill=4 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='ü' | fill=4 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B45 | value='GAS CHARGES' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='SHELL Service 12/07 #000964157 PURCHASE SHELL Service Sta SMITHFIELD RI CKCD 5541 4256470000170017' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='150.01' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G45 | value='863.02' | fill=4 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='ü' | fill=4 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A46 | value='2016-12-08 00:00:00' | fill=4 | rows=[45, 46, 47, 48, 49, 50, 51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='TRUCK EXPENSES' | fill=4 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='CHECKCARD 1205 RAY CATENA MOTOR CAR EDISON NJ 74019516342904500104269 CKCD 5511 4135751004821839 5' | fill=4 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='0' | fill=4 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F46 | value='44.81' | fill=4 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='907.83' | fill=4 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='ü' | fill=4 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B47 | value='TRUCK EXPENSES' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='CHECKCARD 1205 RAY CATENA MOTOR CAR EDISON NJ 24019516342904500104140 CKCD 5511 4135751004821839' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='68.29' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G47 | value='839.54' | fill=4 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='ü' | fill=4 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B48 | value='TRUCK EXPENSES' | fill=4 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='CHECKCARD 1205 RAY CATENA MOTOR CAR EDISON NJ 24019516342904500104272 CKCD 5511 4135751004821839' | fill=4 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='54.1' | fill=4 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G48 | value='785.44' | fill=4 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='ü' | fill=4 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B49 | value='GAS CHARGES' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='CHECKCARD 1206 SUNOCO 0980600100 MARLBOROUGH MA 24231686342889342134301 CKCD 5542 4256470000170017' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='52.81' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G49 | value='732.63' | fill=4 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='ü' | fill=4 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B50 | value='GAS CHARGES' | fill=4 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='CHECKCARD 1206 SUNOCO 0980600100 MARLBOROUGH MA 24231686342889342134327 CKCD 5541 4256470000170017' | fill=4 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='38.46' | fill=4 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G50 | value='694.17' | fill=4 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='ü' | fill=4 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B51 | value='GAS CHARGES' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='CHECKCARD 1207 US PETROLEUM FRAMINGHAM MA 24013396342000944530124 CKCD 5541 4256470000170017' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='41.76' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G51 | value='652.41' | fill=4 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='ü' | fill=4 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B52 | value='OFFICE EXPENSES' | fill=4 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='BIG APPLE #204 12/08 #000721112 PURCHASE BIG APPLE #2041 KENNEBUNK ME CKCD 5542 4135751004561526' | fill=4 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='52.6' | fill=4 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G52 | value='599.81' | fill=4 | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='ü' | fill=4 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A53 | value='2016-12-09 00:00:00' | fill=00000000 | rows=[52, 53, 54, 55, 56, 57] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B53 | value='DEPOSITS' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='WIRE TYPE:BOOK IN DATE:161209 TIME:1349 ET TRN:2016120900290769 SNDR REF:16C9820212DI0040 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='0' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F53 | value='4600' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='5199.81' | fill=4 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='ü' | fill=4 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B54 | value='DEPOSITS' | fill=4 | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='WIRE TYPE:BOOK IN DATE:161209 TIME:1350 ET TRN:2016120900290785 SNDR REF:16C982003P9K0K38 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=4 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='0' | fill=4 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F54 | value='970' | fill=4 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='6169.81' | fill=4 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='ü' | fill=4 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B55 | value='GAS CHARGES' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='CHECKCARD 1207 SUNOCO 0980600100 MARLBOROUGH MA 24231686343889343502810 CKCD 5542 4135751004561526' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='26.87' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G55 | value='6142.94' | fill=4 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='ü' | fill=4 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B56 | value='GAS CHARGES' | fill=4 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='CHECKCARD 1207 495 TRUCK CENTER MARLBOROUGH MA 24777166343900019700019 CKCD 5511 4256470000170017' | fill=4 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D56 | value='9.46' | fill=4 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G56 | value='6133.48' | fill=4 | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='ü' | fill=4 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B57 | value='PAYROLL' | fill=00000000 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='MA TLR cash withdrawal from CHK 6523 Banking Ctr MARLBOROUGH-POST #0084426 MA Confirmation# 0331662766' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='1900' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G57 | value='4233.48' | fill=4 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='ü' | fill=4 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B58 | value='PAYROLL' | fill=4 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C58 | value='Check 1017' | fill=4 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D58 | value='581' | fill=4 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E58 | value='Check 1017' | fill=4 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G58 | value='3652.48' | fill=4 | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H58 | value='ü' | fill=4 | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A59 | value='2016-12-12 00:00:00' | fill=00000000 | rows=[58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B59 | value='DEPOSITS' | fill=00000000 | rows=[58] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C59 | value='WIRE TYPE:BOOK IN DATE:161212 TIME:1042 ET TRN:2016121200242957 SNDR REF:16CC91958J7K1080 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=00000000 | rows=[58] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D59 | value='0' | fill=00000000 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F59 | value='4000' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='7652.48' | fill=4 | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H59 | value='ü' | fill=4 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B60 | value='DEPOSITS' | fill=4 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C60 | value='WIRE TYPE:BOOK IN DATE:161212 TIME:1042 ET TRN:2016121200242964 SNDR REF:16CC92036O3L1Y78 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=4 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D60 | value='0' | fill=4 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F60 | value='970' | fill=4 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='8622.48' | fill=4 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='ü' | fill=4 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B61 | value='GAS CHARGES' | fill=00000000 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='CHECKCARD 1208 SUNOCO 0980600100 MARLBOROUGH MA 24231686344889344774706 CKCD 5541 4135751004561526' | fill=00000000 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='141.04' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G61 | value='8481.44' | fill=4 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='ü' | fill=4 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B62 | value='GAS CHARGES' | fill=4 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='CHECKCARD 1208 SUNOCO 0258197301 EDISON NJ 24231686344889344743933 CKCD 5542 4135751004821839' | fill=4 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='20' | fill=4 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G62 | value='8461.44' | fill=4 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='ü' | fill=4 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B63 | value='GAS CHARGES' | fill=00000000 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='CHECKCARD 1208 SUNOCO 0267953800 PORTSMOUTH NH 24231686344889344890155 CKCD 5541 4135751004561526' | fill=00000000 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='15.99' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G63 | value='8445.45' | fill=4 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='ü' | fill=4 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B64 | value='GAS CHARGES' | fill=4 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='CHECKCARD 1209 BP#9552548399 WEBSTER S ROCKLAND MA 24122546344740344080164 CKCD 5542 4256470000170017' | fill=4 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D64 | value='52' | fill=4 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G64 | value='8393.45' | fill=4 | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='ü' | fill=4 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B65 | value='GAS CHARGES' | fill=00000000 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='CHECKCARD 1209 SUNOCO 0980600100 MARLBOROUGH MA 24231686345889345360405 CKCD 5541 4135751004561526' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='136.02' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G65 | value='8257.43' | fill=4 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='ü' | fill=4 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B66 | value='TRAVEL EXPENSES' | fill=4 | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C66 | value='CHECKCARD 1210 DAYS INN SHREWBURY SHREWSBURY MA 24071056346987132380475 CKCD 3510 4256470000170017' | fill=4 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D66 | value='312.72' | fill=4 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G66 | value='7944.71' | fill=4 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='ü' | fill=4 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B67 | value='GAS CHARGES' | fill=00000000 | rows=[66] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C67 | value='CHECKCARD 1210 SHELL OIL 57542981402 WARWICK RI 24316056346548853052845 CKCD 5542 4256470000170017' | fill=00000000 | rows=[66] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D67 | value='48.94' | fill=00000000 | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G67 | value='7895.77' | fill=4 | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='ü' | fill=4 | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B68 | value='GAS CHARGES' | fill=4 | rows=[67] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C68 | value='SHELL Service 12/12 #000980059 PURCHASE SHELL Service Sta LISBON CT CKCD 5542 4256470000170017' | fill=4 | rows=[67] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D68 | value='50.16' | fill=4 | rows=[67] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G68 | value='7845.61' | fill=4 | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H68 | value='ü' | fill=4 | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B69 | value='GAS CHARGES' | fill=00000000 | rows=[68] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C69 | value='EVANS EXPRESS 12/12 #000645106 PURCHASE EVANS EXPRESS M ENFIELD NH CKCD 5541 4256470000170017' | fill=00000000 | rows=[68] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D69 | value='111.32' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G69 | value='7734.29' | fill=4 | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H69 | value='ü' | fill=4 | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B70 | value='PAYROLL' | fill=00000000 | rows=[69] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C70 | value='Check 1018' | fill=00000000 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D70 | value='420' | fill=00000000 | rows=[69] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E70 | value='Check 1018' | fill=4 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G70 | value='7314.29' | fill=4 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='ü' | fill=4 | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B71 | value='PAYROLL' | fill=00000000 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C71 | value='Check 1019' | fill=00000000 | rows=[70] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D71 | value='560' | fill=00000000 | rows=[70] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E71 | value='Check 1019' | fill=00000000 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G71 | value='6754.29' | fill=4 | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H71 | value='ü' | fill=4 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B72 | value='PAYROLL' | fill=00000000 | rows=[71] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C72 | value='Check 1020' | fill=00000000 | rows=[71] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D72 | value='560' | fill=00000000 | rows=[71] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E72 | value='Check 1020' | fill=4 | rows=[71] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G72 | value='6194.29' | fill=4 | rows=[71] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H72 | value='ü' | fill=4 | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B73 | value='PAYROLL' | fill=00000000 | rows=[72] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C73 | value='Check 1021' | fill=00000000 | rows=[72] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D73 | value='450' | fill=00000000 | rows=[72] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E73 | value='Check 1021' | fill=00000000 | rows=[72] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G73 | value='5744.29' | fill=4 | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='ü' | fill=4 | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B74 | value='BANK FEES' | fill=4 | rows=[73] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C74 | value='Wire Transfer Fee' | fill=4 | rows=[73] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D74 | value='15' | fill=4 | rows=[73] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G74 | value='5729.29' | fill=4 | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H74 | value='ü' | fill=4 | rows=[73] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B75 | value='BANK FEES' | fill=00000000 | rows=[74] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C75 | value='Wire Transfer Fee' | fill=00000000 | rows=[74] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D75 | value='15' | fill=00000000 | rows=[74] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G75 | value='5714.29' | fill=4 | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='ü' | fill=4 | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A76 | value='2016-12-13 00:00:00' | fill=4 | rows=[75, 76, 77, 78, 79, 80, 81, 82, 83, 84] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B76 | value='GAS CHARGES' | fill=4 | rows=[75] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C76 | value='CHECKCARD 1212 GULF OIL 92043628 ENFIELD NH 24231686348837000444029 CKCD 5541 4256470000170017' | fill=4 | rows=[75] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D76 | value='5.98' | fill=4 | rows=[75] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G76 | value='5708.31' | fill=4 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='ü' | fill=4 | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B77 | value='GAS CHARGES' | fill=00000000 | rows=[76] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C77 | value='CHECKCARD 1212 A.L PRIME BYFIELD BYFIELD MA 24733096347258008571695 CKCD 5541 4135751004561526' | fill=00000000 | rows=[76] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D77 | value='44.64' | fill=00000000 | rows=[76] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G77 | value='5663.67' | fill=4 | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='ü' | fill=4 | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B78 | value='TRUCK EXPENSES' | fill=4 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C78 | value='CHECKCARD 1212 SQ *RICKS TOWING & HUNTINGTON VT 24492156347741384252298 CKCD 5399 4256470000170017' | fill=4 | rows=[77] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D78 | value='650' | fill=4 | rows=[77] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G78 | value='5013.67' | fill=4 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='ü' | fill=4 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B79 | value='TRAVEL EXPENSES' | fill=00000000 | rows=[78] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C79 | value='CHECKCARD 1213 HOTELS.COM HOTELS.COM WA 24692166348000781124683 CKCD 4722 4135751004561526' | fill=00000000 | rows=[78] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D79 | value='72.64' | fill=00000000 | rows=[78] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G79 | value='4941.03' | fill=4 | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H79 | value='ü' | fill=4 | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B80 | value='OFFICE EXPENSES' | fill=4 | rows=[79] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C80 | value='BKOFAMERICA ATM 12/13 #000003824 WITHDRWL JEFFERSON AVENUE ELIZABETH NJ CKCD 4135751004821839' | fill=4 | rows=[79] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D80 | value='100' | fill=4 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G80 | value='4841.03' | fill=4 | rows=[79] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H80 | value='ü' | fill=4 | rows=[79] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B81 | value='PAYROLL' | fill=00000000 | rows=[80] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C81 | value='Check 1022' | fill=00000000 | rows=[80] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D81 | value='520' | fill=00000000 | rows=[80] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E81 | value='Check 1022' | fill=00000000 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G81 | value='4321.03' | fill=4 | rows=[80] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H81 | value='ü' | fill=4 | rows=[80] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B82 | value='PAYROLL' | fill=4 | rows=[81] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C82 | value='Check 1023' | fill=4 | rows=[81] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D82 | value='1340' | fill=4 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E82 | value='Check 1023' | fill=4 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G82 | value='2981.03' | fill=4 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='ü' | fill=4 | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B83 | value='PAYROLL' | fill=00000000 | rows=[82] | cols=[1] | col_header=False | row_header=False | metadata=False
