=== education-table25.xlsx ===
Cell A1 | value='State' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C29 | value='265' | fill=00000000 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='50.4762' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='246' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='46.8571' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='158' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='30.0952' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='525' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='100' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A30 | value='Missouri' | fill=None | rows=[29] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B30 | value='1154' | fill=None | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='581' | fill=None | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='50.3466' | fill=None | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='478' | fill=None | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='41.421143847487' | fill=None | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='328' | fill=None | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='28.42287694974' | fill=None | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='1154' | fill=None | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='100' | fill=None | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A31 | value='Montana' | fill=00000000 | rows=[30] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B31 | value='473' | fill=00000000 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='175' | fill=00000000 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='36.9979' | fill=00000000 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='147' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='31.0782' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='125' | fill=00000000 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='26.4271' | fill=00000000 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='473' | fill=00000000 | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='100' | fill=00000000 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A32 | value='Nebraska' | fill=None | rows=[31] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B32 | value='464' | fill=None | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='297' | fill=None | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='64.0086' | fill=None | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='267' | fill=None | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='57.5431' | fill=None | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='233' | fill=None | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='50.2155' | fill=None | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='464' | fill=None | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='100' | fill=None | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A33 | value='Nevada' | fill=00000000 | rows=[32] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B33 | value='285' | fill=00000000 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='141' | fill=00000000 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='49.4737' | fill=00000000 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='123' | fill=00000000 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='43.1579' | fill=00000000 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='97' | fill=00000000 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='34.0351' | fill=00000000 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='285' | fill=00000000 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='100' | fill=00000000 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A34 | value='New Hampshire' | fill=None | rows=[33] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B34 | value='238' | fill=None | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='93' | fill=None | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='39.0756' | fill=None | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='86' | fill=None | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='36.1345' | fill=None | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='83' | fill=None | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='34.8739' | fill=None | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='238' | fill=None | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='100' | fill=None | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A35 | value='New Jersey' | fill=00000000 | rows=[34] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B35 | value='1247' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='481' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='38.5726' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='452' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='36.247' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='399' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='31.9968' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='1247' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='100' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A36 | value='New Mexico' | fill=None | rows=[35] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B36 | value='420' | fill=None | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='210' | fill=None | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='50' | fill=None | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='166' | fill=None | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='39.5238' | fill=None | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='115' | fill=None | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='27.381' | fill=None | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='420' | fill=None | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='100' | fill=None | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A37 | value='New York' | fill=00000000 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B37 | value='2600' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='1349' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='51.8846' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='1141' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='43.8846' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='937' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='36.0385' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='2600' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='100' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A38 | value='North Carolina' | fill=None | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='1264' | fill=None | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='608' | fill=None | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='48.1013' | fill=None | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='506' | fill=None | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='40.0316' | fill=None | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='312' | fill=None | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='24.6835' | fill=None | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='1264' | fill=None | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='100' | fill=None | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A39 | value='North Dakota' | fill=00000000 | rows=[38] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B39 | value='260' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='164' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='63.0769' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='135' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='51.9231' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='94' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='36.1538' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='260' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='100' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A40 | value='Ohio' | fill=None | rows=[39] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B40 | value='1887' | fill=None | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='933' | fill=None | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='49.4436' | fill=None | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='820' | fill=None | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='43.4552' | fill=None | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='741' | fill=None | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='39.268680445151' | fill=None | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='1887' | fill=None | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='100' | fill=None | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A41 | value='Oklahoma' | fill=00000000 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='1090' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='493' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='45.2294' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='387' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='35.5046' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='172' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='15.7798' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='1090' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='100' | fill=00000000 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A42 | value='Oregon' | fill=None | rows=[41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B42 | value='678' | fill=None | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='293' | fill=None | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='43.2153' | fill=None | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='233' | fill=None | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='34.3658' | fill=None | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='185' | fill=None | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='27.2861' | fill=None | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='678' | fill=None | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='100' | fill=None | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A43 | value='Pennsylvania' | fill=00000000 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='1452' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='711' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='48.9669' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='675' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='46.4876' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='614' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='42.2865' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='1452' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='100' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A44 | value='Rhode Island' | fill=None | rows=[43] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B44 | value='129' | fill=None | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='56' | fill=None | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='43.4109' | fill=None | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='54' | fill=None | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='41.8605' | fill=None | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='50' | fill=None | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='38.7597' | fill=None | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='129' | fill=None | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='100' | fill=None | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A45 | value='South Carolina' | fill=00000000 | rows=[44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B45 | value='570' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='251' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='44.0351' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='237' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='41.5789' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='188' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='32.9825' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='570' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='100' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A46 | value='South Dakota' | fill=None | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='444' | fill=None | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='173' | fill=None | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='38.963963963964' | fill=None | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='155' | fill=None | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='34.9099' | fill=None | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='108' | fill=None | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='24.3243' | fill=None | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='444' | fill=None | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='100' | fill=None | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A47 | value='Tennessee' | fill=00000000 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B47 | value='940' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='381' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='40.531914893617' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='374' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='39.7872' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='253' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='26.9149' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='940' | fill=00000000 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J47 | value='100' | fill=00000000 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A48 | value='Texas' | fill=None | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B48 | value='3882' | fill=None | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='2012' | fill=None | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='51.829' | fill=None | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='1902' | fill=None | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='48.9954' | fill=None | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='1835' | fill=None | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='47.2694' | fill=None | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='3882' | fill=None | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='100' | fill=None | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A49 | value='Utah' | fill=00000000 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B49 | value='418' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='256' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='61.244019138756' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='147' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='35.1675' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='157' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='37.5598' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='418' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='100' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A50 | value='Vermont' | fill=None | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B50 | value='155' | fill=None | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='61' | fill=None | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='39.3548' | fill=None | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='59' | fill=None | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='38.0645' | fill=None | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='57' | fill=None | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='36.7742' | fill=None | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='155' | fill=None | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='100' | fill=None | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A51 | value='Virginia' | fill=00000000 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B51 | value='821' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='403' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='49.0865' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='342' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='41.6565' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='308' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='37.5152' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='821' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='100' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A52 | value='Washington' | fill=None | rows=[51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B52 | value='1109' | fill=None | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='506' | fill=None | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='45.6267' | fill=None | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='359' | fill=None | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='32.3715' | fill=None | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='303' | fill=None | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='27.321911632101' | fill=None | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='1109' | fill=None | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='100' | fill=None | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A53 | value='West Virginia' | fill=00000000 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B53 | value='305' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='144' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='47.2131' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='122' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='40' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='104' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='34.0984' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='305' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='100' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A54 | value='Wisconsin' | fill=None | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B54 | value='1120' | fill=None | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='530' | fill=None | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='47.3214' | fill=None | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='477' | fill=None | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='42.5893' | fill=None | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='438' | fill=None | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='39.1071' | fill=None | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='1120' | fill=None | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='100' | fill=None | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A55 | value='Wyoming' | fill=00000000 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B55 | value='165' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='98' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='59.3939' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='72' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='43.6364' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='58' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='35.1515' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='165' | fill=00000000 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='100' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
