=== environment-table10.xlsx ===
Cell A1 | value='Year' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B40 | value='8.3510124006093' | fill=58 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='343.01434213366' | fill=58 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='114.2892' | fill=58 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='33.6428747693327' | fill=58 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='5.3606935466737' | fill=58 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='504.658122850275' | fill=54 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A41 | value='2009' | fill=00000000 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='8.11615928486371' | fill=58 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='317.204320729844' | fill=58 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='113.087916848958' | fill=58 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='33.4208055565478' | fill=58 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='5.73729565047506' | fill=58 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='477.566498070689' | fill=54 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False

