=== education-table24.xlsx ===
Cell A1 | value='State' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell H35 | value='100' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A36 | value='New Mexico' | fill=None | rows=[35] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B36 | value='254' | fill=None | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='143' | fill=None | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='56.2992' | fill=None | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='47' | fill=None | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='18.503937007874' | fill=None | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='254' | fill=None | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='100' | fill=None | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A37 | value='New York' | fill=00000000 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B37 | value='1661' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='1029' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='61.9506' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='84' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='5.0572' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='1661' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='100' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A38 | value='North Carolina' | fill=None | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='777' | fill=None | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='557' | fill=None | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='71.686' | fill=None | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='151' | fill=None | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='19.4337' | fill=None | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='777' | fill=None | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='100' | fill=None | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A39 | value='North Dakota' | fill=00000000 | rows=[38] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B39 | value='193' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='85' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='44.0415' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='11' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='5.6995' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='193' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='100' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A40 | value='Ohio' | fill=None | rows=[39] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B40 | value='1169' | fill=None | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='735' | fill=None | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='62.874251497006' | fill=None | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='221' | fill=None | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='18.905' | fill=None | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='1169' | fill=None | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='100' | fill=None | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A41 | value='Oklahoma' | fill=00000000 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='610' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='347' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='56.8852' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='59' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='9.6721' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='610' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='100' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A42 | value='Oregon' | fill=None | rows=[41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B42 | value='469' | fill=None | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='275' | fill=None | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='58.63539445629' | fill=None | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='121' | fill=None | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='25.7996' | fill=None | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='469' | fill=None | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='100' | fill=None | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A43 | value='Pennsylvania' | fill=00000000 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='946' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='652' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='68.9218' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='213' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='22.5159' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='946' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='100' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A44 | value='Rhode Island' | fill=None | rows=[43] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B44 | value='67' | fill=None | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='45' | fill=None | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='67.1642' | fill=None | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='4' | fill=None | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='5.9701' | fill=None | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='67' | fill=None | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='100' | fill=None | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A45 | value='South Carolina' | fill=00000000 | rows=[44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B45 | value='347' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='299' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='86.1671' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='91' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='26.2248' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='347' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='100' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A46 | value='South Dakota' | fill=None | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='270' | fill=None | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='82' | fill=None | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='30.3704' | fill=None | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='7' | fill=None | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='2.5926' | fill=None | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='270' | fill=None | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='100' | fill=None | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A47 | value='Tennessee' | fill=00000000 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B47 | value='605' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='252' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='41.6529' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='34' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='5.6198347107438' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='605' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='100' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A48 | value='Texas' | fill=None | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B48 | value='2386' | fill=None | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='1577' | fill=None | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='66.0939' | fill=None | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='398' | fill=None | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='16.6806' | fill=None | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='2386' | fill=None | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='100' | fill=None | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A49 | value='Utah' | fill=00000000 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B49 | value='284' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='143' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='50.3521' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='44' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='15.493' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='284' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='100' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A50 | value='Vermont' | fill=None | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B50 | value='124' | fill=None | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='72' | fill=None | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='58.0645' | fill=None | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='10' | fill=None | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='8.0645' | fill=None | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='124' | fill=None | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='100' | fill=None | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A51 | value='Virginia' | fill=00000000 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B51 | value='502' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='408' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='81.2749' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='274' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='54.5817' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='502' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='100' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A52 | value='Washington' | fill=None | rows=[51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B52 | value='657' | fill=None | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='413' | fill=None | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='62.8615' | fill=None | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='264' | fill=None | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='40.1826' | fill=None | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='657' | fill=None | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='100' | fill=None | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A53 | value='West Virginia' | fill=00000000 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B53 | value='204' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='57' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='27.9412' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='5' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='2.451' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='204' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='100' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A54 | value='Wisconsin' | fill=None | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B54 | value='683' | fill=None | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='428' | fill=None | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='62.6647' | fill=None | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='157' | fill=None | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='22.98682284041' | fill=None | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='683' | fill=None | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='100' | fill=None | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A55 | value='Wyoming' | fill=00000000 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B55 | value='93' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='56' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='60.2151' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='14' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='15.0538' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='93' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='100' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A57 | value='NOTE: Table reads (for US Totals):  Of all 30,650 public schools with grades 7 and 8, 18,258 (59.6%) offered Algebra I classes.' | fill=FF00B0F0 | rows=[56] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A58 | value='Data reported in this table represent 100.0% of responding schools.' | fill=FF00B0F0 | rows=[57] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A59 | value='SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available at https://ocrdata.ed.gov/Downloads/Data-Notes-2015-16-CRDC.pdf.' | fill=FF00B0F0 | rows=[58] | cols=[0] | col_header=False | row_header=False | metadata=True

